reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-SQC,800D17,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-SQD,800D18,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-SQE,800D42,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-01-09,4591,2018,"Industrial International Aircraft Leasing 2 Limited Dublin 1, Irelan",Same As Owner
VT-SQI,800D56,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-06-10,4596,2019,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED
VT-SRC,8006E2,VSR Ventures,VSR Ventures Pvt. Ltd.,non-scheduled,#07/2014,2028-04-20,BEECHCRAFT KING AIR B200,BE20,Beechcraft,Beechcraft King Air 200,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2006-01-20,2011-12-05,,,,M/S WHITE CITY
VT-SRE,80181C,Rithwik Green Power and Aviation,Rithwik Green Power and Aviation Pvt. Ltd.,non-scheduled,#12/2022,2027-10-25,CITATION 525A CJ2+,C25B,Cessna,Cessna Citation CJ series,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-10-09,525A- 0399,2008,Rithwik Green Power and Aviation Pvt. Ltd.,-
VT-SRK,80183C,Saffron Strokes,Saffron Strokes Private Limited,non-scheduled,#04/2024,2029-02-18,BEECHCRAFT PREMIER 1A-390,PRM1,Hawker Beechcraft,Beechcraft Premier I,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-11-28,RB 228,2008,Saffron Strokes Private Limited,-
VT-SSF,8005F5,Simm Samm Airways,Simm Samm Airways Pvt. Ltd.,non-scheduled,#14/2009,2029-04-08,HAWKER BEECHCRAFT (PREMIER 1A),PRM1,Hawker Beechcraft,Beechcraft Premier I,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2010-10-07,2010-09-15,,,,
VT-SSJ,,Fairwinds Aviation,Fairwinds Aviation Pvt. Ltd.,non-scheduled,#01/2019,2029-01-10,CESSNA 206H,C206,Cessna,Cessna 206 Stationair,FW,4,4,passenger,ns-oper.pdf,2026-08-31,2019-03-31,2018-06-01,20608175,2002,FAIRWINDS AVIATION PVT LTD,-
VT-SSO,,Simm Samm Airways,Simm Samm Airways Pvt. Ltd.,non-scheduled,#14/2009,2029-04-08,SIKORSKY S-76C++,S76,Sikorsky,Sikorsky S-76,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2025-04-17,760775,2009,Eagle Copters Ltd,Eagle Copters Ltd
VT-SSR,8015C3,FLYSBS AVIATION,FLYSBS AVIATION LIMITED,non-scheduled,#13/2023,2028-12-18,EMB-135 (LEGACY 600),E35L,Embraer,Embraer Legacy 600/650,FW,13,13,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-05-25,14501038,2008,Redwood Investments Corp Limited,Redwood Investments Corp Limited
VT-SUB,800655,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2011-09-30,2011-08-25,,,M/s MAPLE LEAF FINANCING LIMITED,M/s MAPLE LEAF FINANCING LIMITED
VT-SUD,800657,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2011-09-30,2011-09-02,,,M/s MAPLE LEAF FINANCING LIMITED,M/s MAPLE LEAF FINANCING LIMITED
VT-SUE,800670,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2011-11-16,,,,,
VT-SUG,800672,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2011-11-16,2011-10-31,,,M/s MAPLE LEAF FINANCING LIMITED,M/s MAPLE LEAF FINANCING LIMITED
VT-SUH,800673,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2012-06-29,,,M/S MAPLE LEAF FINANCING LIMITED,M/S MAPLE LEAF FINANCING LIMITED
VT-SUI,8006E8,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2012-06-30,,,M/S MAPLE LEAF FINANCING LIMITED,M/S MAPLE LEAF FINANCING LIMITED
VT-SUJ,8006E9,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2012-12-18,,,M/S MAPLE LEAF FINANCING LIMITED,
VT-SUK,8006EA,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2012-12-18,,,M/S MAPLE LEAF FINANCING LIMITED,
VT-SUL,8006EB,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2012-06-30,,,M/S MAPLE LEAF FINANCING LIMITED,M/S MAPLE LEAF FINANCING LIMITED
VT-SUM,8006EC,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2012-06-30,,,M/S MAPLE LEAF FINANCING LIMITED,M/S MAPLE LEAF FINANCING LIMITED
VT-SUO,8006ED,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2012-06-30,,,M/S MAPLE LEAF FINANCING LIMITED,M/S MAPLE LEAF FINANCING LIMITED
VT-SUP,800712,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2013-12-13,,,,
VT-SUQ,800BB1,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2017-03-07,2018-07-31,4406,2012,NAC AVIATION 7 LIMITED,NAC AVIATION 7 LIMITED
VT-SUR,8001E0,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2017-03-07,2016-11-21,4342,2010,M/S NAC AVIATION 23 LIMITED,M/S NAC AVIATION 23 LIMITED
VT-SUS,8000C1,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2017-03-07,2016-10-27,4346,2011,M/S NAC AVIATION 23 LIMITED,M/S NAC AVIATION 23 LIMITED
VT-SUV,800C25,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2017-07-20,2017-05-22,4340,2010,NAC AVIATION 23 LIMITED,NAC AVIATION 23 LIMITED
VT-SUY,800C67,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2026-08-31,2018-02-01,2017-11-27,4339,2010,NAC AVIATION 23 LIMITED,NAC AVIATION 23 LIMITED
VT-SXA,800DA3,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-06-07,34804,2007,"Sasof Iii (A19) Aviation Ireland Dac Dublin 4, Ireland",Same As Owner
VT-SXE,800DA9,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-07-02,34802,2007,"Alterna Aircraft V B Limited Dublin 2, Ireland",Same As Owner
VT-SYI,800D79,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-05-02,33555,2004,"As Air Lease 41 (Ireland) Limited Dublin 2, Ireland",Same As Owner
VT-SYJ,800D7A,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-05-02,33556,2003,"As Air Lease 41 (Ireland) Limited Dublin 2, Ireland",Same As Owner
VT-SYT,800D90,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-SYU,800D91,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-05-24,34806,2007,"Echelon Ireland Madison One Limited Dublin 2, Ireland",Same As Owner
VT-SYZ,800DA2,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2026-08-31,2019-09-30,2019-08-13,34803,2007,"Sasof III (A19) Aviation Ireland Dac Dublin 4, Ireland",Same As Owner
VT-SZL,800AF7,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-900,B737,Boeing,Boeing 737,FW,212,212,passenger,sch-oper.pdf,2026-08-31,2016-02-10,,,,,
VT-TAA,,Pinnacle Air,Pinnacle Air Pvt. Ltd.,non-scheduled,#25/2008,2028-10-02,P68 Obeserver-2,P68,Vulcanair / Partenavia,Partenavia P.68,FW,4,4,passenger,ns-oper.pdf,2026-08-31,2006-08-04,2013-10-04,NC 398 07,1994,M/S MIDEAST INTEGRATED STEELS LTD,-
VT-TAT,8013C5,Tara Aviation Services,Tara Aviation Services Pvt. Ltd.,non-scheduled,#03/2026,2031-02-11,FALCON 2000,F2TH,Dassault,Dassault Falcon 2000,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2006-01-20,2018-05-07,65,1998,GLOBAL COAL AND MINING PRIVATE LIMITED,GLOBAL COAL AND MINING PRIVATE LIMITED
VT-TAZ,8017ED,Zest Aviation,Zest Aviation Pvt. Ltd.,non-scheduled,#07/2012,2028-06-27,Cessna Citation 560XL,C56X,Cessna,Cessna Citation XLS,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2025-07-09,560-6376,2025,ZEST AVIATION PRIVATE LIMITED,-
VT-TBC,,Trans Bharat Aviation,Trans Bharat Aviation Pvt. Ltd.,non-scheduled,#01/1991,2029-02-27,BELL 407,B407,Bell,Bell 407,RW,6,6/Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2006-01-20,2012-03-15,,,,
VT-TBF,,Trans Bharat Aviation,Trans Bharat Aviation Pvt. Ltd.,non-scheduled,#01/1991,2029-02-27,BELL 407,B407,Bell,Bell 407,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2009-01-20,2012-03-15,,,,
VT-TBT,800140,RPS Aviation,RPS Aviation Pvt. Ltd.,non-scheduled,#02/2022,2027-04-10,FALCON 2000,F2TH,Dassault,Dassault Falcon 2000,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2006-01-20,2012-12-26,,,,
VT-TDT,8004AF,Taj Air,Taj Air Ltd.,non-scheduled,#09/1993,2028-11-14,FALCON 2000 LX,F2TH,Dassault,Dassault Falcon 2000,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2009-04-30,,,,,
VT-TEN,801504,Arrow Aircrafts Sales & Charters,Arrow Aircrafts Sales & Charters Pvt. Ltd.,non-scheduled,#4/2014,2028-03-10,Embraer EMB135BJ (Legacy 650),E35L,Embraer,Embraer Legacy 600/650,FW,10,10,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-08-29,14501179,2013,APCO INFRATECH PRIVATE LIMITED,
VT-TGG,800DB4,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-09-30,,,,,
VT-TGH,800DB5,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-09-30,,,,,
VT-TIS,,Jhankar Aviation,Jhankar Aviation Pvt. Ltd.,non-scheduled,#13/2022,2027-11-10,King Air C90A,BE9L,Beechcraft,Beechcraft King Air C90,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2016-02-10,,,,,
VT-TKG,80185A,Tara Aviation Services,Tara Aviation Services Pvt. Ltd.,non-scheduled,#03/2026,2031-02-11,PC-12/47E,PC12,Pilatus,Pilatus PC-12,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2026-08-31,2025-12-19,1924,2019,M/s Cloudcruze Aviation Leasing Services IFSC Private Limited,M/s Cloudcruze Aviation Leasing Services IFSC Private Limited
VT-TLC,,Wings Aviation,Wings Aviation Pvt. Ltd.,non-scheduled,#05/2026,2031-03-23,P68C,P68,Vulcanair / Partenavia,Partenavia P.68,FW,5,5,passenger,ns-oper.pdf,2026-08-31,2006-01-20,,,,,
VT-TNB,800C0B,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2017-07-20,2017-05-25,7606,2017,ARCU AIRCRAFT LEASING LIMITED,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED
VT-TNC,800C0C,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2017-09-26,2017-07-21,7682,2017,ARCU AIRCRAFT LEASING LIMITED,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED
VT-TNE,800C3C,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2017-09-26,2017-09-01,7733,2017,ARCU AIRCRAFT LEASING LIMITED,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED
VT-TNF,800C64,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2018-02-01,2017-12-07,7822,2017,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED
VT-TNH,800C8E,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2018-05-01,2018-02-26,7980,2018,ARCU AIRCRAFT LEASING LIMITED,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED
VT-TNI,800C8F,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2018-05-01,2018-03-05,8099,2018,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED
VT-TNJ,800CB9,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2018-05-01,2018-04-04,8138,2018,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED
VT-TNK,800CBA,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2018-10-31,2018-06-14,8294,2018,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED
VT-TNL,800DAF,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-11-07,9153,2019,WILMINGTON TRUST SP,SAME AS OWNER
VT-TNM,800DB0,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-11-29,9170,2019,"WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED FOURTH FLOOR, 3 GEORGE'S DOCK, IFSC, DUBLIN 1, IRELAND",SAME AS OWNER
VT-TNN,800DA0,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-06-07,7560,2017,"Alc Blarney Aircraft Limited Dublin 2, Ireland",Same As Owner
VT-TNP,801396,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-10-24,9203,2019,"WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED FOURTH FLOOR, 3 GEORGE'S DOCK, IFSC, DUBLIN 1, IRELAND",SAME AS OWNER
VT-TNQ,80139B,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-10-23,9277,2019,"WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED FOURTH FLOOR, 3 GEORGE'S DOCK, IFSC, DUBLIN 1, IRELAND",SAME AS OWNER
VT-TNR,80139E,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-10-28,9296,2019,"WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED FOURTH FLOOR, 3 GEORGE'S DOCK, IFSC, DUBLIN 1, IRELAND",SAME AS OWNER
VT-TNS,8013B1,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-12-23,9363,2019,"CELESTIAL AVIATION TRADING 62 LIMITED AVIATION HOUSE, SHANNON, COUNTY CLARE, IRELAND. V14AN29",SAME AS OWNER
VT-TNU,8013A3,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-11-28,9367,2019,"CELESTIAL AVIATION TRADING 62 LIMITED AVIATION HOUSE, SHANNON, COUNTY CLARE, IRELAND. V14AN29",SAME AS OWNER
VT-TNV,8013A4,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-12-05,9381,2019,"CELESTIAL AVIATION TRADING 62 LIMITED AVIATION HOUSE, SHANNON, COUNTY CLARE, IRELAND. V14AN29",SAME AS OWNER
VT-TNW,8013B2,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-12-18,9421,2019,"CELESTIAL TRADING 62 LIMITED AVIATION HOUSE, SHANNON, COUNTY CLARE, IRELAND. V14AN29",SAME AS OWNER
VT-TNX,8013EA,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-07-13,9572,2020,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED,WILMINGTON TRUST SP SERVICES DUBLIN LIMITE
VT-TNY,8013CC,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-TNZ,8013FE,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-10-06,10075,2020,CELESTIAL AVIATION TRADING 69 LIMITED,CELESTIAL AVIATION TRADING 69 LIMITED
VT-TOP,801692,Arrow Aircrafts Sales & Charters,Arrow Aircrafts Sales & Charters Pvt. Ltd.,non-scheduled,#4/2014,2028-03-10,AW169,A169,Leonardo,Leonardo AW169,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-04-19,69057,2018,APCO INFRATECH PRIVATE LIMITED,SAME AS OWNER
VT-TQA,801408,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-12-01,10237,2020,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED
VT-TQB,801409,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-12-01,10261,2020,CELESTIAL AVIATION TRADING 69 LIMITED,CELESTIAL AVIATION TRADING 69 LIMITED
VT-TQC,80141E,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-03-01,10274,2021,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED
VT-TQD,80141D,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-03-19,10355,2021,CELESTIAL AVIATION TRADING 62 LIMITED,CELESTIAL AVIATION TRADING 62 LIMITED
VT-TQE,801439,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-05-27,10464,2021,AIRAVAT LEASING LIMITED,AIRAVAT LEASING LIMITED
VT-TQF,801424,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-03-25,10536,2021,ALC Blarney Aircraft Limited,ALC Blarney Aircraft Limited
VT-TQG,801495,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-TQH,80145A,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-TQI,8014DA,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-06-02,10555,2022,ALC BLARNEY AIRCRAFT LIMITED,ALC BLARNEY AIRCRAFT LIMITED
VT-TQJ,8014DB,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-05-26,10732,2022,ALC BLARNEY AIRCRAFT LIMITED,ALC BLARNEY AIRCRAFT LIMITED
VT-TQK,8014D0,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-04-22,10717,2022,IRAVATI AVIATION LIMITED,IRAVATI AVIATION LIMITED
VT-TQL,8014C4,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-03-25,10748,2022,ALC BLARNEY AIRCRAFT LIMITED,ALC BLARNEY AIRCRAFT LIMITED
VT-TQM,8014ED,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-09-08,10982,2022,GRIFFIN AIRCRAFT LEASING LIMITED,GRIFFIN AIRCRAFT LEASING LIMITED
VT-TQN,801534,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-11-07,11097,2022,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED,WILMINGTON TRUST SP SERVICES (DUBLIN) LIMITED
VT-TQO,801553,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2023-02-01,11033,2022,SHEDU AIRCRAFT LEASING LIMITED,SHEDU AIRCRAFT LEASING LIMITED
VT-TQP,80159C,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-06-15,2023-03-29,11378,2023,GRIFFIN AIRCRAFT LEASING LIMITED,GRIFFIN AIRCRAFT LEASING LIMITED
VT-TQQ,80159D,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2023-06-15,2023-04-21,11438,2023,SHEDU AIRCRAFT LEASING LIMITED,SHEDU AIRCRAFT LEASING LIMITED
