reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-IQP,801647,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IQS,80164C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IQT,801669,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IQU,801663,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IQV,801661,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IQX,80164B,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IQY,801662,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IRA,80146E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IRB,80149F,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IRD,80149D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IRE,80155E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IRF,801573,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IRG,801566,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IRH,801571,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IRI,8015D2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IRJ,8015D1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IRK,8015ED,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IRL,801631,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IRM,80162A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IRN,801629,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-ISA,8013D8,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISB,8013DD,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISC,8013DF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISD,8013DE,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISE,8013F5,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISF,8013E6,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISI,8013E2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISJ,8013E7,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISK,8013DB,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISL,8013F6,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISM,8013F3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISN,8013F2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISO,8013F8,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISP,8013FB,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISQ,8013FC,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISR,8013FD,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISS,80140A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IST,801432,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISU,801434,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISV,801431,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISW,801458,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISX,801454,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISY,801460,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ISZ,801462,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-ITA,800B72,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITB,800B73,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITF,800B77,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITG,800B78,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITI,800BB5,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITK,800BB7,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITL,800BC0,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITM,800BC1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITN,8008C2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITO,8008C3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITP,800BC4,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITQ,800C10,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-07-20,,,,,
VT-ITR,800C11,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-07-20,,,,,
VT-ITS,800C01,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-ITT,800C15,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-07-20,,,,,
VT-ITU,800C16,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-07-20,,,,,
VT-ITV,800C12,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-07-20,,,,,
VT-ITW,800C17,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-ITX,800C38,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-ITY,800C39,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-ITZ,800C63,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-IUA,800D2F,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IUB,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IUC,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IUD,800D58,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IUE,800D62,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IUF,801394,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUG,800FCF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUH,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUI,801395,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUJ,8013AD,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUK,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUL,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUM,8013C6,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUN,8013CD,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUO,8013D4,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUP,8013E5,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUQ,8013CE,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUR,8013EF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUS,8013D5,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUT,8013D9,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUU,8013FF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUV,8013CF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUW,8013F0,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUX,801400,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUY,801401,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-271NX,A21N,Airbus,Airbus A321neo,FW,222,222/232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IUZ,801402,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-251NX,A21N,Airbus,Airbus A321neo,FW,232,232,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IVA,800C70,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-IVB,800C71,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-IVC,800C72,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-IVD,800C73,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-IVE,800C74,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-IVF,800C75,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-IVG,800C90,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVH,800C91,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVI,800C93,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVJ,800C92,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVK,800CCB,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IVL,800CCC,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVM,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVN,800CCE,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVO,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVP,800CDC,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVQ,800CDD,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVR,800CDE,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVS,800CE9,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVT,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-IVU,800CED,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVV,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVW,,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVX,800D01,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVY,800D00,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IVZ,800CEE,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-IWW,801649,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IXA,80169C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-IXR,800C83,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-IXS,8013E3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IXV,8013E4,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-IXW,801415,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
